    date,month,branch,district,demand,lat,long,month_period
01-08-2024,8,D10,8,396,53.34197,-6.317348,2024-08
01-08-2024,8,D10,22,1066,53.317868,-6.397531,2024-08
01-08-2024,8,D10,12,443,53.321125,-6.317319,2024-08
01-08-2024,8,D10,6w,92,53.308329,-6.301888,2024-08
01-08-2024,8,D10,6,99,53.321452,-6.264349,2024-08
01-08-2024,8,D10,4,46,53.328197,-6.22809,2024-08
01-08-2024,8,D10,24,578,53.285009,-6.37192,2024-08
01-08-2024,8,D10,16,160,53.281712,-6.284927,2024-08
01-08-2024,8,D10,18,37,53.263568,-6.153265,2024-08
01-09-2024,9,D10,20,1153,53.350928,-6.368541,2024-09
01-09-2024,9,D10,8,331,53.34197,-6.317348,2024-09
01-09-2024,9,D10,22,986,53.317868,-6.397531,2024-09
01-09-2024,9,D10,12,379,53.321125,-6.317319,2024-09
01-09-2024,9,D10,6w,101,53.308329,-6.301888,2024-09
01-09-2024,9,D10,6,119,53.321452,-6.264349,2024-09
01-09-2024,9,D10,4,37,53.328197,-6.22809,2024-09
01-09-2024,9,D10,24,581,53.285009,-6.37192,2024-09
01-09-2024,9,D10,16,143,53.281712,-6.284927,2024-09
01-09-2024,9,D10,18,36,53.263568,-6.153265,2024-09
01-10-2024,10,D10,20,1235,53.350928,-6.368541,2024-10
01-10-2024,10,D10,8,359,53.34197,-6.317348,2024-10
01-10-2024,10,D10,22,985,53.317868,-6.397531,2024-10
01-10-2024,10,D10,12,406,53.321125,-6.317319,2024-10
01-10-2024,10,D10,6w,101,53.308329,-6.301888,2024-10
01-10-2024,10,D10,6,106,53.321452,-6.264349,2024-10
01-10-2024,10,D10,4,35,53.328197,-6.22809,2024-10
01-10-2024,10,D10,24,595,53.285009,-6.37192,2024-10
01-10-2024,10,D10,16,134,53.281712,-6.284927,2024-10
01-10-2024,10,D10,18,47,53.263568,-6.153265,2024-10
01-11-2024,11,D10,20,1124,53.350928,-6.368541,2024-11
01-11-2024,11,D10,8,328,53.34197,-6.317348,2024-11
01-11-2024,11,D10,22,938,53.317868,-6.397531,2024-11
01-11-2024,11,D10,12,379,53.321125,-6.317319,2024-11
01-11-2024,11,D10,6w,98,53.308329,-6.301888,2024-11
01-11-2024,11,D10,6,97,53.321452,-6.264349,2024-11
01-11-2024,11,D10,4,43,53.328197,-6.22809,2024-11
01-11-2024,11,D10,24,604,53.285009,-6.37192,2024-11
01-11-2024,11,D10,16,139,53.281712,-6.284927,2024-11
01-11-2024,11,D10,18,43,53.263568,-6.153265,2024-11
01-12-2024,12,D10,20,1434,53.350928,-6.368541,2024-12
01-12-2024,12,D10,8,461,53.34197,-6.317348,2024-12
01-12-2024,12,D10,22,1173,53.317868,-6.397531,2024-12
01-12-2024,12,D10,12,498,53.321125,-6.317319,2024-12
01-12-2024,12,D10,6w,116,53.308329,-6.301888,2024-12
01-12-2024,12,D10,6,117,53.321452,-6.264349,2024-12
01-12-2024,12,D10,4,37,53.328197,-6.22809,2024-12
01-12-2024,12,D10,24,757,53.285009,-6.37192,2024-12
01-12-2024,12,D10,16,182,53.281712,-6.284927,2024-12
01-12-2024,12,D10,18,35,53.263568,-6.153265,2024-12
01-01-2025,1,D10,20,999,53.350928,-6.368541,2025-01
01-01-2025,1,D10,8,309,53.34197,-6.317348,2025-01
01-01-2025,1,D10,22,832,53.317868,-6.397531,2025-01
01-01-2025,1,D10,12,346,53.321125,-6.317319,2025-01
01-01-2025,1,D10,6w,80,53.308329,-6.301888,2025-01
01-01-2025,1,D10,6,79,53.321452,-6.264349,2025-01
01-01-2025,1,D10,4,34,53.328197,-6.22809,2025-01
01-01-2025,1,D10,24,485,53.285009,-6.37192,2025-01
01-01-2025,1,D10,16,134,53.281712,-6.284927,2025-01
01-01-2025,1,D10,18,46,53.263568,-6.153265,2025-01
01-02-2025,2,D10,20,970,53.350928,-6.368541,2025-02
01-02-2025,2,D10,8,264,53.34197,-6.317348,2025-02
01-02-2025,2,D10,22,772,53.317868,-6.397531,2025-02
01-02-2025,2,D10,12,320,53.321125,-6.317319,2025-02
01-02-2025,2,D10,6w,77,53.308329,-6.301888,2025-02
01-02-2025,2,D10,6,88,53.321452,-6.264349,2025-02
01-02-2025,2,D10,4,41,53.328197,-6.22809,2025-02
01-02-2025,2,D10,24,487,53.285009,-6.37192,2025-02
01-02-2025,2,D10,16,115,53.281712,-6.284927,2025-02
01-02-2025,2,D10,18,29,53.263568,-6.153265,2025-02
01-03-2025,3,D10,20,1194,53.350928,-6.368541,2025-03
01-03-2025,3,D10,8,378,53.34197,-6.317348,2025-03
01-03-2025,3,D10,22,1019,53.317868,-6.397531,2025-03
01-03-2025,3,D10,12,398,53.321125,-6.317319,2025-03
01-03-2025,3,D10,6w,91,53.308329,-6.301888,2025-03
01-03-2025,3,D10,6,116,53.321452,-6.264349,2025-03
01-03-2025,3,D10,4,39,53.328197,-6.22809,2025-03
01-03-2025,3,D10,24,626,53.285009,-6.37192,2025-03
01-03-2025,3,D10,16,181,53.281712,-6.284927,2025-03
01-03-2025,3,D10,18,42,53.263568,-6.153265,2025-03
01-04-2025,4,D10,20,917,53.350928,-6.368541,2025-04
01-04-2025,4,D10,8,285,53.34197,-6.317348,2025-04
01-04-2025,4,D10,22,779,53.317868,-6.397531,2025-04
01-04-2025,4,D10,12,309,53.321125,-6.317319,2025-04
01-04-2025,4,D10,6w,85,53.308329,-6.301888,2025-04
01-04-2025,4,D10,6,77,53.321452,-6.264349,2025-04
01-04-2025,4,D10,4,24,53.328197,-6.22809,2025-04
01-04-2025,4,D10,24,471,53.285009,-6.37192,2025-04
01-04-2025,4,D10,16,124,53.281712,-6.284927,2025-04
01-04-2025,4,D10,18,32,53.263568,-6.153265,2025-04
01-05-2025,5,D10,20,941,53.350928,-6.368541,2025-05
01-05-2025,5,D10,8,292,53.34197,-6.317348,2025-05
01-05-2025,5,D10,22,740,53.317868,-6.397531,2025-05
01-05-2025,5,D10,12,334,53.321125,-6.317319,2025-05
01-05-2025,5,D10,6w,72,53.308329,-6.301888,2025-05
01-05-2025,5,D10,6,84,53.321452,-6.264349,2025-05
01-05-2025,5,D10,4,36,53.328197,-6.22809,2025-05
01-05-2025,5,D10,24,501,53.285009,-6.37192,2025-05
01-05-2025,5,D10,16,118,53.281712,-6.284927,2025-05
01-05-2025,5,D10,18,27,53.263568,-6.153265,2025-05
01-06-2025,6,D10,20,852,53.350928,-6.368541,2025-06
01-06-2025,6,D10,8,264,53.34197,-6.317348,2025-06
01-06-2025,6,D10,22,704,53.317868,-6.397531,2025-06
01-06-2025,6,D10,12,249,53.321125,-6.317319,2025-06
01-06-2025,6,D10,6w,56,53.308329,-6.301888,2025-06
01-06-2025,6,D10,6,73,53.321452,-6.264349,2025-06
01-06-2025,6,D10,4,24,53.328197,-6.22809,2025-06
01-06-2025,6,D10,24,436,53.285009,-6.37192,2025-06
01-06-2025,6,D10,16,113,53.281712,-6.284927,2025-06
01-06-2025,6,D10,18,29,53.263568,-6.153265,2025-06
01-07-2025,7,D10,20,807,53.350928,-6.368541,2025-07
01-07-2025,7,D10,8,241,53.34197,-6.317348,2025-07
01-07-2025,7,D10,22,698,53.317868,-6.397531,2025-07
01-07-2025,7,D10,12,286,53.321125,-6.317319,2025-07
01-07-2025,7,D10,6w,65,53.308329,-6.301888,2025-07
01-07-2025,7,D10,6,67,53.321452,-6.264349,2025-07
01-07-2025,7,D10,4,30,53.328197,-6.22809,2025-07
01-07-2025,7,D10,24,391,53.285009,-6.37192,2025-07
01-07-2025,7,D10,16,121,53.281712,-6.284927,2025-07
01-07-2025,7,D10,18,31,53.263568,-6.153265,2025-07
01-08-2025,8,D10,20,686,53.350928,-6.368541,2025-08
01-08-2025,8,D10,8,223,53.34197,-6.317348,2025-08
01-08-2025,8,D10,22,572,53.317868,-6.397531,2025-08
01-08-2025,8,D10,12,228,53.321125,-6.317319,2025-08
01-08-2025,8,D10,6w,66,53.308329,-6.301888,2025-08
01-08-2025,8,D10,6,66,53.321452,-6.264349,2025-08
01-08-2025,8,D10,4,27,53.328197,-6.22809,2025-08
01-08-2025,8,D10,24,382,53.285009,-6.37192,2025-08
01-08-2025,8,D10,16,116,53.281712,-6.284927,2025-08
01-08-2025,8,D10,18,17,53.263568,-6.153265,2025-08
01-09-2025,9,D10,20,654,53.350928,-6.368541,2025-09
01-09-2025,9,D10,8,171,53.34197,-6.317348,2025-09
01-09-2025,9,D10,22,507,53.317868,-6.397531,2025-09
01-09-2025,9,D10,12,182,53.321125,-6.317319,2025-09
01-09-2025,9,D10,6w,56,53.308329,-6.301888,2025-09
01-09-2025,9,D10,6,43,53.321452,-6.264349,2025-09
01-09-2025,9,D10,4,33,53.328197,-6.22809,2025-09
01-09-2025,9,D10,24,336,53.285009,-6.37192,2025-09
01-09-2025,9,D10,16,94,53.281712,-6.284927,2025-09
01-09-2025,9,D10,18,21,53.263568,-6.153265,2025-09
01-01-2021,1,D14,20,34,53.350928,-6.368541,2021-01
01-01-2021,1,D14,8,132,53.34197,-6.317348,2021-01
01-01-2021,1,D14,22,95,53.317868,-6.397531,2021-01
01-01-2021,1,D14,12,147,53.321125,-6.317319,2021-01
01-01-2021,1,D14,6w,237,53.308329,-6.301888,2021-01
01-01-2021,1,D14,6,169,53.321452,-6.264349,2021-01
01-01-2021,1,D14,4,179,53.328197,-6.22809,2021-01
01-01-2021,1,D14,24,469,53.285009,-6.37192,2021-01
01-01-2021,1,D14,16,821,53.281712,-6.284927,2021-01
01-01-2021,1,D14,18,952,53.263568,-6.153265,2021-01
01-02-2021,2,D14,20,38,53.350928,-6.368541,2021-02
01-02-2021,2,D14,8,138,53.34197,-6.317348,2021-02
01-02-2021,2,D14,22,114,53.317868,-6.397531,2021-02
01-02-2021,2,D14,12,144,53.321125,-6.317319,2021-02
01-02-2021,2,D14,6w,298,53.308329,-6.301888,2021-02
01-02-2021,2,D14,6,164,53.321452,-6.264349,2021-02
01-02-2021,2,D14,4,188,53.328197,-6.22809,2021-02
01-02-2021,2,D14,24,548,53.285009,-6.37192,2021-02
01-02-2021,2,D14,16,930,53.281712,-6.284927,2021-02
01-02-2021,2,D14,18,1146,53.263568,-6.153265,2021-02
01-03-2021,3,D14,20,54,53.350928,-6.368541,2021-03
01-03-2021,3,D14,8,174,53.34197,-6.317348,2021-03
01-03-2021,3,D14,22,129,53.317868,-6.397531,2021-03
01-03-2021,3,D14,12,195,53.321125,-6.317319,2021-03
01-03-2021,3,D14,6w,369,53.308329,-6.301888,2021-03
01-03-2021,3,D14,6,258,53.321452,-6.264349,2021-03
01-03-2021,3,D14,4,258,53.328197,-6.22809,2021-03
01-03-2021,3,D14,24,741,53.285009,-6.37192,2021-03
01-03-2021,3,D14,16,1198,53.281712,-6.284927,2021-03
01-03-2021,3,D14,18,1465,53.263568,-6.153265,2021-03
01-04-2021,4,D14,20,43,53.350928,-6.368541,2021-04
01-04-2021,4,D14,8,192,53.34197,-6.317348,2021-04
01-04-2021,4,D14,22,135,53.317868,-6.397531,2021-04
01-04-2021,4,D14,12,160,53.321125,-6.317319,2021-04
01-04-2021,4,D14,6w,352,53.308329,-6.301888,2021-04
01-04-2021,4,D14,6,204,53.321452,-6.264349,2021-04
01-04-2021,4,D14,4,228,53.328197,-6.22809,2021-04
01-04-2021,4,D14,24,692,53.285009,-6.37192,2021-04
01-04-2021,4,D14,16,1125,53.281712,-6.284927,2021-04
01-04-2021,4,D14,18,1301,53.263568,-6.153265,2021-04
01-05-2021,5,D14,20,41,53.350928,-6.368541,2021-05
01-05-2021,5,D14,8,181,53.34197,-6.317348,2021-05
01-05-2021,5,D14,22,134,53.317868,-6.397531,2021-05
01-05-2021,5,D14,12,217,53.321125,-6.317319,2021-05
01-05-2021,5,D14,6w,426,53.308329,-6.301888,2021-05
01-05-2021,5,D14,6,223,53.321452,-6.264349,2021-05
01-05-2021,5,D14,4,252,53.328197,-6.22809,2021-05
01-05-2021,5,D14,24,675,53.285009,-6.37192,2021-05
01-05-2021,5,D14,16,1260,53.281712,-6.284927,2021-05
01-05-2021,5,D14,18,1456,53.263568,-6.153265,2021-05
01-06-2021,6,D14,20,51,53.350928,-6.368541,2021-06
01-06-2021,6,D14,8,212,53.34197,-6.317348,2021-06
01-06-2021,6,D14,22,144,53.317868,-6.397531,2021-06
01-06-2021,6,D14,12,218,53.321125,-6.317319,2021-06
01-06-2021,6,D14,6w,395,53.308329,-6.301888,2021-06
01-06-2021,6,D14,6,219,53.321452,-6.264349,2021-06
01-06-2021,6,D14,4,263,53.328197,-6.22809,2021-06
01-06-2021,6,D14,24,777,53.285009,-6.37192,2021-06
01-06-2021,6,D14,16,1321,53.281712,-6.284927,2021-06
01-06-2021,6,D14,18,1549,53.263568,-6.153265,2021-06
01-07-2021,7,D14,20,55,53.350928,-6.368541,2021-07
01-07-2021,7,D14,8,153,53.34197,-6.317348,2021-07
01-07-2021,7,D14,22,132,53.317868,-6.397531,2021-07
01-07-2021,7,D14,12,194,53.321125,-6.317319,2021-07
01-07-2021,7,D14,6w,365,53.308329,-6.301888,2021-07
01-07-2021,7,D14,6,217,53.321452,-6.264349,2021-07
01-07-2021,7,D14,4,207,53.328197,-6.22809,2021-07
01-07-2021,7,D14,24,704,53.285009,-6.37192,2021-07
01-07-2021,7,D14,16,1094,53.281712,-6.284927,2021-07
01-07-2021,7,D14,18,1325,53.263568,-6.153265,2021-07
01-08-2021,8,D14,20,34,53.350928,-6.368541,2021-08
01-08-2021,8,D14,8,162,53.34197,-6.317348,2021-08
01-08-2021,8,D14,22,143,53.317868,-6.397531,2021-08
01-08-2021,8,D14,12,158,53.321125,-6.317319,2021-08
01-08-2021,8,D14,6w,311,53.308329,-6.301888,2021-08
01-08-2021,8,D14,6,199,53.321452,-6.264349,2021-08
01-08-2021,8,D14,4,190,53.328197,-6.22809,2021-08
01-08-2021,8,D14,24,574,53.285009,-6.37192,2021-08
01-08-2021,8,D14,16,963,53.281712,-6.284927,2021-08
01-08-2021,8,D14,18,1183,53.263568,-6.153265,2021-08
01-09-2021,9,D14,20,37,53.350928,-6.368541,2021-09
01-09-2021,9,D14,8,148,53.34197,-6.317348,2021-09
01-09-2021,9,D14,22,128,53.317868,-6.397531,2021-09
01-09-2021,9,D14,12,175,53.321125,-6.317319,2021-09
01-09-2021,9,D14,6w,308,53.308329,-6.301888,2021-09
01-09-2021,9,D14,6,219,53.321452,-6.264349,2021-09
01-09-2021,9,D14,4,206,53.328197,-6.22809,2021-09
01-09-2021,9,D14,24,676,53.285009,-6.37192,2021-09
01-09-2021,9,D14,16,1037,53.281712,-6.284927,2021-09
01-09-2021,9,D14,18,1204,53.263568,-6.153265,2021-09
01-10-2021,10,D14,20,48,53.350928,-6.368541,2021-10
01-10-2021,10,D14,8,151,53.34197,-6.317348,2021-10
01-10-2021,10,D14,22,126,53.317868,-6.397531,2021-10
01-10-2021,10,D14,12,170,53.321125,-6.317319,2021-10
01-10-2021,10,D14,6w,312,53.308329,-6.301888,2021-10
01-10-2021,10,D14,6,207,53.321452,-6.264349,2021-10
01-10-2021,10,D14,4,216,53.328197,-6.22809,2021-10
01-10-2021,10,D14,24,623,53.285009,-6.37192,2021-10
01-10-2021,10,D14,16,1045,53.281712,-6.284927,2021-10
01-10-2021,10,D14,18,1235,53.263568,-6.153265,2021-10
01-11-2021,11,D14,20,55,53.350928,-6.368541,2021-11
01-11-2021,11,D14,8,168,53.34197,-6.317348,2021-11
01-11-2021,11,D14,22,123,53.317868,-6.397531,2021-11
01-11-2021,11,D14,12,160,53.321125,-6.317319,2021-11
01-11-2021,11,D14,6w,353,53.308329,-6.301888,2021-11
01-11-2021,11,D14,6,220,53.321452,-6.264349,2021-11
01-11-2021,11,D14,4,201,53.328197,-6.22809,2021-11
01-11-2021,11,D14,24,676,53.285009,-6.37192,2021-11
01-11-2021,11,D14,16,1078,53.281712,-6.284927,2021-11
01-11-2021,11,D14,18,1313,53.263568,-6.153265,2021-11
01-12-2021,12,D14,20,51,53.350928,-6.368541,2021-12
01-12-2021,12,D14,8,209,53.34197,-6.317348,2021-12
01-12-2021,12,D14,22,161,53.317868,-6.397531,2021-12
01-12-2021,12,D14,12,225,53.321125,-6.317319,2021-12
01-12-2021,12,D14,6w,482,53.308329,-6.301888,2021-12
01-12-2021,12,D14,6,307,53.321452,-6.264349,2021-12
01-12-2021,12,D14,4,298,53.328197,-6.22809,2021-12
01-12-2021,12,D14,24,870,53.285009,-6.37192,2021-12
01-12-2021,12,D14,16,1375,53.281712,-6.284927,2021-12
01-12-2021,12,D14,18,1705,53.263568,-6.153265,2021-12
01-01-2022,1,D14,20,35,53.350928,-6.368541,2022-01
01-01-2022,1,D14,8,124,53.34197,-6.317348,2022-01
01-01-2022,1,D14,22,119,53.317868,-6.397531,2022-01
01-01-2022,1,D14,12,140,53.321125,-6.317319,2022-01
01-01-2022,1,D14,6w,279,53.308329,-6.301888,2022-01
01-01-2022,1,D14,6,176,53.321452,-6.264349,2022-01
01-01-2022,1,D14,4,172,53.328197,-6.22809,2022-01
01-01-2022,1,D14,24,522,53.285009,-6.37192,2022-01
01-01-2022,1,D14,16,939,53.281712,-6.284927,2022-01
01-01-2022,1,D14,18,992,53.263568,-6.153265,2022-01
01-02-2022,2,D14,20,38,53.350928,-6.368541,2022-02
01-02-2022,2,D14,8,143,53.34197,-6.317348,2022-02
01-02-2022,2,D14,22,132,53.317868,-6.397531,2022-02
01-02-2022,2,D14,12,177,53.321125,-6.317319,2022-02
01-02-2022,2,D14,6w,323,53.308329,-6.301888,2022-02
01-02-2022,2,D14,6,238,53.321452,-6.264349,2022-02
01-02-2022,2,D14,4,199,53.328197,-6.22809,2022-02
01-02-2022,2,D14,24,606,53.285009,-6.37192,2022-02
01-02-2022,2,D14,16,1075,53.281712,-6.284927,2022-02
01-02-2022,2,D14,18,1267,53.263568,-6.153265,2022-02
01-03-2022,3,D14,20,42,53.350928,-6.368541,2022-03
01-03-2022,3,D14,8,202,53.34197,-6.317348,2022-03
01-03-2022,3,D14,22,146,53.317868,-6.397531,2022-03
01-03-2022,3,D14,12,212,53.321125,-6.317319,2022-03
01-03-2022,3,D14,6w,427,53.308329,-6.301888,2022-03
01-03-2022,3,D14,6,233,53.321452,-6.264349,2022-03
01-03-2022,3,D14,4,251,53.328197,-6.22809,2022-03
01-03-2022,3,D14,24,738,53.285009,-6.37192,2022-03
01-03-2022,3,D14,16,1295,53.281712,-6.284927,2022-03
01-03-2022,3,D14,18,1548,53.263568,-6.153265,2022-03
01-04-2022,4,D14,20,48,53.350928,-6.368541,2022-04
01-04-2022,4,D14,8,154,53.34197,-6.317348,2022-04
01-04-2022,4,D14,22,135,53.317868,-6.397531,2022-04
01-04-2022,4,D14,12,176,53.321125,-6.317319,2022-04
01-04-2022,4,D14,6w,314,53.308329,-6.301888,2022-04
01-04-2022,4,D14,6,206,53.321452,-6.264349,2022-04
01-04-2022,4,D14,4,206,53.328197,-6.22809,2022-04
01-04-2022,4,D14,24,620,53.285009,-6.37192,2022-04
01-04-2022,4,D14,16,977,53.281712,-6.284927,2022-04
01-04-2022,4,D14,18,1197,53.263568,-6.153265,2022-04
01-05-2022,5,D14,20,41,53.350928,-6.368541,2022-05
01-05-2022,5,D14,8,185,53.34197,-6.317348,2022-05
01-05-2022,5,D14,22,145,53.317868,-6.397531,2022-05
01-05-2022,5,D14,12,180,53.321125,-6.317319,2022-05
01-05-2022,5,D14,6w,364,53.308329,-6.301888,2022-05
01-05-2022,5,D14,6,214,53.321452,-6.264349,2022-05
01-05-2022,5,D14,4,228,53.328197,-6.22809,2022-05
01-05-2022,5,D14,24,670,53.285009,-6.37192,2022-05
01-05-2022,5,D14,16,1185,53.281712,-6.284927,2022-05
01-05-2022,5,D14,18,1419,53.263568,-6.153265,2022-05
01-06-2022,6,D14,20,41,53.350928,-6.368541,2022-06
01-06-2022,6,D14,8,173,53.34197,-6.317348,2022-06
01-06-2022,6,D14,22,148,53.317868,-6.397531,2022-06
01-06-2022,6,D14,12,144,53.321125,-6.317319,2022-06
01-06-2022,6,D14,6w,338,53.308329,-6.301888,2022-06
01-06-2022,6,D14,6,254,53.321452,-6.264349,2022-06
01-06-2022,6,D14,4,216,53.328197,-6.22809,2022-06
01-06-2022,6,D14,24,633,53.285009,-6.37192,2022-06
01-06-2022,6,D14,16,1162,53.281712,-6.284927,2022-06
01-06-2022,6,D14,18,1339,53.263568,-6.153265,2022-06
01-07-2022,7,D14,20,56,53.350928,-6.368541,2022-07
01-07-2022,7,D14,8,222,53.34197,-6.317348,2022-07
01-07-2022,7,D14,22,150,53.317868,-6.397531,2022-07
01-07-2022,7,D14,12,207,53.321125,-6.317319,2022-07
01-07-2022,7,D14,6w,408,53.308329,-6.301888,2022-07
01-07-2022,7,D14,6,251,53.321452,-6.264349,2022-07
01-07-2022,7,D14,4,246,53.328197,-6.22809,2022-07
01-07-2022,7,D14,24,796,53.285009,-6.37192,2022-07
01-07-2022,7,D14,16,1355,53.281712,-6.284927,2022-07
01-07-2022,7,D14,18,1541,53.263568,-6.153265,2022-07
01-08-2022,8,D14,20,44,53.350928,-6.368541,2022-08
01-08-2022,8,D14,8,141,53.34197,-6.317348,2022-08
01-08-2022,8,D14,22,131,53.317868,-6.397531,2022-08
01-08-2022,8,D14,12,172,53.321125,-6.317319,2022-08
01-08-2022,8,D14,6w,337,53.308329,-6.301888,2022-08
01-08-2022,8,D14,6,202,53.321452,-6.264349,2022-08
01-08-2022,8,D14,4,199,53.328197,-6.22809,2022-08
01-08-2022,8,D14,24,600,53.285009,-6.37192,2022-08
01-08-2022,8,D14,16,1043,53.281712,-6.284927,2022-08
01-08-2022,8,D14,18,1237,53.263568,-6.153265,2022-08
01-09-2022,9,D14,20,54,53.350928,-6.368541,2022-09
01-09-2022,9,D14,8,176,53.34197,-6.317348,2022-09
01-09-2022,9,D14,22,131,53.317868,-6.397531,2022-09
01-09-2022,9,D14,12,230,53.321125,-6.317319,2022-09
01-09-2022,9,D14,6w,327,53.308329,-6.301888,2022-09
01-09-2022,9,D14,6,212,53.321452,-6.264349,2022-09
01-09-2022,9,D14,4,233,53.328197,-6.22809,2022-09
01-09-2022,9,D14,24,647,53.285009,-6.37192,2022-09
01-09-2022,9,D14,16,1076,53.281712,-6.284927,2022-09
01-09-2022,9,D14,18,1445,53.263568,-6.153265,2022-09
01-10-2022,10,D14,20,37,53.350928,-6.368541,2022-10
01-10-2022,10,D14,8,145,53.34197,-6.317348,2022-10
01-10-2022,10,D14,22,103,53.317868,-6.397531,2022-10
01-10-2022,10,D14,12,150,53.321125,-6.317319,2022-10
01-10-2022,10,D14,6w,266,53.308329,-6.301888,2022-10
01-10-2022,10,D14,6,190,53.321452,-6.264349,2022-10
01-10-2022,10,D14,4,182,53.328197,-6.22809,2022-10
01-10-2022,10,D14,24,566,53.285009,-6.37192,2022-10
01-10-2022,10,D14,16,954,53.281712,-6.284927,2022-10
01-10-2022,10,D14,18,1129,53.263568,-6.153265,2022-10
01-11-2022,11,D14,20,31,53.350928,-6.368541,2022-11
01-11-2022,11,D14,8,168,53.34197,-6.317348,2022-11
01-11-2022,11,D14,22,121,53.317868,-6.397531,2022-11
01-11-2022,11,D14,12,154,53.321125,-6.317319,2022-11
01-11-2022,11,D14,6w,317,53.308329,-6.301888,2022-11
01-11-2022,11,D14,6,212,53.321452,-6.264349,2022-11
01-11-2022,11,D14,4,207,53.328197,-6.22809,2022-11
01-11-2022,11,D14,24,640,53.285009,-6.37192,2022-11
01-11-2022,11,D14,16,1012,53.281712,-6.284927,2022-11
01-11-2022,11,D14,18,1236,53.263568,-6.153265,2022-11
01-12-2022,12,D14,20,42,53.350928,-6.368541,2022-12
01-12-2022,12,D14,8,225,53.34197,-6.317348,2022-12
01-12-2022,12,D14,22,184,53.317868,-6.397531,2022-12
01-12-2022,12,D14,12,203,53.321125,-6.317319,2022-12
01-12-2022,12,D14,6w,478,53.308329,-6.301888,2022-12
01-12-2022,12,D14,6,282,53.321452,-6.264349,2022-12
01-12-2022,12,D14,4,256,53.328197,-6.22809,2022-12
01-12-2022,12,D14,24,855,53.285009,-6.37192,2022-12
01-12-2022,12,D14,16,1483,53.281712,-6.284927,2022-12
01-12-2022,12,D14,18,1668,53.263568,-6.153265,2022-12
01-01-2023,1,D14,20,39,53.350928,-6.368541,2023-01
01-01-2023,1,D14,8,146,53.34197,-6.317348,2023-01
01-01-2023,1,D14,22,108,53.317868,-6.397531,2023-01
01-01-2023,1,D14,12,129,53.321125,-6.317319,2023-01
01-01-2023,1,D14,6w,250,53.308329,-6.301888,2023-01
01-01-2023,1,D14,6,158,53.321452,-6.264349,2023-01
01-01-2023,1,D14,4,167,53.328197,-6.22809,2023-01
01-01-2023,1,D14,24,498,53.285009,-6.37192,2023-01
01-01-2023,1,D14,16,860,53.281712,-6.284927,2023-01
01-01-2023,1,D14,18,1018,53.263568,-6.153265,2023-01
01-02-2023,2,D14,20,42,53.350928,-6.368541,2023-02
01-02-2023,2,D14,8,164,53.34197,-6.317348,2023-02
01-02-2023,2,D14,22,137,53.317868,-6.397531,2023-02
01-02-2023,2,D14,12,162,53.321125,-6.317319,2023-02
01-02-2023,2,D14,6w,352,53.308329,-6.301888,2023-02
01-02-2023,2,D14,6,233,53.321452,-6.264349,2023-02
01-02-2023,2,D14,4,211,53.328197,-6.22809,2023-02
01-02-2023,2,D14,24,639,53.285009,-6.37192,2023-02
01-02-2023,2,D14,16,1062,53.281712,-6.284927,2023-02
01-02-2023,2,D14,18,1309,53.263568,-6.153265,2023-02
01-03-2023,3,D14,20,38,53.350928,-6.368541,2023-03
01-03-2023,3,D14,8,171,53.34197,-6.317348,2023-03
01-03-2023,3,D14,22,135,53.317868,-6.397531,2023-03
01-03-2023,3,D14,12,179,53.321125,-6.317319,2023-03
01-03-2023,3,D14,6w,335,53.308329,-6.301888,2023-03
01-03-2023,3,D14,6,189,53.321452,-6.264349,2023-03
01-03-2023,3,D14,4,227,53.328197,-6.22809,2023-03
01-03-2023,3,D14,24,651,53.285009,-6.37192,2023-03
01-03-2023,3,D14,16,1044,53.281712,-6.284927,2023-03
01-03-2023,3,D14,18,1271,53.263568,-6.153265,2023-03
01-04-2023,4,D14,20,45,53.350928,-6.368541,2023-04
01-04-2023,4,D14,8,189,53.34197,-6.317348,2023-04
01-04-2023,4,D14,22,132,53.317868,-6.397531,2023-04
01-04-2023,4,D14,12,161,53.321125,-6.317319,2023-04
01-04-2023,4,D14,6w,374,53.308329,-6.301888,2023-04
01-04-2023,4,D14,6,248,53.321452,-6.264349,2023-04
01-04-2023,4,D14,4,233,53.328197,-6.22809,2023-04
01-04-2023,4,D14,24,682,53.285009,-6.37192,2023-04
01-04-2023,4,D14,16,1206,53.281712,-6.284927,2023-04
01-04-2023,4,D14,18,1383,53.263568,-6.153265,2023-04
01-05-2023,5,D14,20,42,53.350928,-6.368541,2023-05
01-05-2023,5,D14,8,174,53.34197,-6.317348,2023-05
01-05-2023,5,D14,22,126,53.317868,-6.397531,2023-05
01-05-2023,5,D14,12,189,53.321125,-6.317319,2023-05
01-05-2023,5,D14,6w,378,53.308329,-6.301888,2023-05
01-05-2023,5,D14,6,216,53.321452,-6.264349,2023-05
01-05-2023,5,D14,4,202,53.328197,-6.22809,2023-05
01-05-2023,5,D14,24,704,53.285009,-6.37192,2023-05
01-05-2023,5,D14,16,1159,53.281712,-6.284927,2023-05
01-05-2023,5,D14,18,1340,53.263568,-6.153265,2023-05
01-06-2023,6,D14,20,45,53.350928,-6.368541,2023-06
01-06-2023,6,D14,8,160,53.34197,-6.317348,2023-06
01-06-2023,6,D14,22,117,53.317868,-6.397531,2023-06
01-06-2023,6,D14,12,165,53.321125,-6.317319,2023-06
